0.036839247,0.95920825,0.98545575,0.972332,0.972332,0.972332,0.972332,0.98545575,0.972332,0.98545575,0.98545575,0.98545575,1.0249815
0.023715377,0.972332,0.972332,0.98545575,0.972332,0.972332,0.98545575,0.98545575,0.972332,0.998734,0.98545575,0.98545575,0.998734
0.010591626,0.98545575,0.998734,1.0118577,0.95920825,1.0249815,0.95920825,0.998734,0.998734,0.972332,0.95920825,1.0118577,0.972332
0.050117373,1.0249815,0.998734,0.998734,0.998734,0.998734,0.95920825,1.0118577,0.972332,1.0118577,0.972332,1.0118577,1.0118577
0.023715377,0.95920825,1.0118577,0.98545575,0.998734,0.95920825,0.98545575,0.98545575,0.98545575,1.0249815,1.0249815,0.972332,0.98545575
0.023715377,0.94593012,0.998734,0.95920825,0.998734,0.98545575,0.998734,0.998734,1.0118577,0.998734,0.998734,0.972332,0.94593012
0.023715377,0.98545575,1.0249815,0.998734,0.95920825,0.98545575,0.972332,0.95920825,0.98545575,0.98545575,1.0249815,0.95920825,0.998734
0.023715377,0.998734,0.972332,0.998734,0.972332,1.0118577,0.972332,1.0382596,0.98545575,0.998734,0.972332,0.95920825,0.998734
0.036839247,0.94593012,0.998734,0.95920825,0.98545575,0.998734,0.98545575,0.998734,0.98545575,1.0249815,1.0118577,0.972332,0.98545575
0.010591626,0.98545575,0.972332,0.972332,0.94593012,0.998734,0.998734,0.998734,1.0249815,1.0513834,0.998734,0.98545575,0.998734
0.023715377,0.972332,1.0249815,0.998734,0.98545575,0.98545575,0.972332,1.0118577,0.98545575,1.0118577,0.94593012,1.0118577,0.98545575
0.023715377,0.98545575,0.972332,1.0382596,0.998734,0.94593012,0.998734,0.998734,1.0118577,1.0118577,0.98545575,0.998734,0.998734
-0.0026865005,0.998734,1.0118577,0.998734,1.0118577,0.95920825,0.98545575,1.0118577,0.972332,1.0118577,0.972332,0.98545575,0.98545575
0.010591626,0.95920825,1.0118577,0.98545575,0.998734,0.972332,0.94593012,0.95920825,0.98545575,0.998734,1.0118577,0.998734,1.0118577
0.023715377,0.98545575,1.0249815,0.998734,0.972332,0.98545575,0.998734,0.998734,0.972332,0.98545575,0.998734,0.94593012,1.0118577
0.050117373,1.0118577,0.95920825,0.98545575,0.998734,0.98545575,0.98545575,1.0118577,0.998734,1.0118577,0.998734,0.998734,0.98545575
0.023715377,0.95920825,0.98545575,0.998734,0.998734,0.98545575,0.998734,1.0249815,0.98545575,1.0118577,0.98545575,0.98545575,0.94593012
0.023715377,0.998734,0.972332,0.93280637,0.998734,0.98545575,1.0118577,1.0382596,0.998734,0.95920825,1.0118577,0.972332,1.0118577
0.023715377,1.0118577,1.0118577,0.98545575,0.98545575,0.972332,0.95920825,0.998734,0.998734,0.998734,0.998734,0.95920825,0.998734
0.023715377,0.972332,0.98545575,1.0249815,1.0118577,1.0118577,0.998734,0.98545575,0.972332,0.98545575,0.998734,0.98545575,1.0118577
0.010591626,0.972332,0.998734,0.95920825,0.95920825,0.98545575,0.998734,0.972332,0.95920825,0.998734,1.0118577,0.972332,1.0118577
-0.015810251,0.998734,0.98545575,0.972332,0.972332,0.95920825,0.98545575,0.998734,0.98545575,0.972332,0.998734,0.998734,0.98545575
0.036839247,1.0249815,0.998734,0.98545575,0.998734,1.0249815,0.98545575,1.0249815,1.0118577,0.998734,0.972332,0.972332,0.998734
0.010591626,0.95920825,0.998734,0.972332,0.998734,0.972332,1.0249815,0.98545575,1.0249815,0.98545575,0.98545575,1.0118577,0.998734
0.023715377,0.98545575,0.98545575,1.0118577,0.998734,0.972332,0.998734,0.972332,0.98545575,0.98545575,1.0249815,0.94593012,0.98545575
0.050117373,0.98545575,0.972332,0.998734,0.972332,0.972332,0.95920825,0.95920825,1.0118577,0.95920825,0.972332,0.998734,0.98545575
0.010591626,0.972332,1.0118577,0.98545575,0.98545575,0.98545575,0.972332,0.972332,1.0249815,0.95920825,0.972332,0.998734,0.98545575
0.036839247,1.0118577,0.998734,0.998734,1.0249815,0.972332,0.972332,0.98545575,0.972332,0.998734,0.998734,0.98545575,0.998734
0.023715377,0.972332,1.0382596,0.998734,0.98545575,0.972332,0.972332,0.998734,0.98545575,0.94593012,0.998734,0.998734,0.972332
0.036839247,0.998734,0.98545575,1.0118577,0.998734,0.972332,0.95920825,0.998734,0.972332,0.998734,0.98545575,1.0118577,0.998734
0.036839247,1.0118577,0.98545575,0.998734,0.98545575,1.0118577,0.998734,0.998734,0.98545575,0.972332,0.998734,0.998734,0.998734
0.010591626,0.972332,0.998734,0.972332,0.972332,0.95920825,0.998734,0.95920825,0.94593012,0.972332,0.998734,0.998734,0.972332
0.050117373,0.998734,0.998734,1.0249815,0.95920825,0.98545575,0.998734,1.0382596,0.98545575,0.98545575,0.95920825,0.94593012,0.98545575
0.023715377,0.998734,0.95920825,1.0249815,0.98545575,0.95920825,0.998734,1.0118577,0.98545575,0.94593012,0.972332,0.972332,0.972332
0.010591626,0.998734,1.0118577,0.972332,1.0118577,0.972332,0.998734,0.998734,1.0118577,1.0249815,0.98545575,0.98545575,0.998734
0.010591626,1.0118577,0.95920825,1.0118577,0.972332,0.95920825,0.998734,0.972332,0.998734,0.972332,0.998734,0.972332,0.972332
0.023715377,1.0118577,0.98545575,0.94593012,0.98545575,1.0118577,0.98545575,0.972332,0.972332,1.0118577,0.972332,0.98545575,0.972332
0.023715377,0.95920825,0.98545575,0.95920825,0.972332,1.0249815,0.98545575,0.94593012,1.0118577,1.0118577,1.0118577,1.0118577,0.998734
0.010591626,0.972332,1.0118577,1.0249815,0.972332,1.0118577,0.998734,0.95920825,0.998734,0.998734,0.98545575,0.98545575,0.98545575
0.050117373,0.972332,0.98545575,0.998734,0.95920825,0.98545575,0.972332,1.0118577,1.0249815,0.998734,0.98545575,0.98545575,0.998734
0.063241124,0.98545575,0.98545575,0.972332,0.98545575,0.95920825,0.998734,0.998734,0.998734,1.0118577,0.94593012,0.998734,0.998734
0.050117373,0.998734,0.94593012,0.972332,0.972332,1.0118577,1.0118577,0.998734,0.998734,0.998734,0.98545575,0.972332,1.0118577
0.010591626,0.94593012,0.998734,0.972332,0.998734,0.95920825,0.98545575,0.998734,0.998734,1.0118577,1.0118577,0.998734,0.95920825
0.050117373,0.98545575,0.998734,0.998734,0.998734,0.998734,0.98545575,1.0118577,0.998734,0.98545575,1.0118577,0.98545575,1.0249815
0.023715377,1.0382596,0.95920825,0.94593012,0.98545575,0.972332,1.0118577,0.98545575,0.998734,0.98545575,1.0118577,0.98545575,0.972332
-0.0026865005,0.98545575,0.94593012,0.95920825,0.998734,0.95920825,1.0249815,1.0118577,0.98545575,0.972332,0.972332,0.98545575,1.0513834
0.023715377,0.95920825,0.972332,0.95920825,0.998734,1.0249815,0.94593012,0.998734,0.998734,0.998734,1.0118577,0.98545575,1.0249815
0.023715377,0.98545575,0.98545575,0.95920825,0.98545575,1.0249815,0.998734,0.998734,0.98545575,0.98545575,0.95920825,0.98545575,0.972332
0.036839247,0.95920825,1.0382596,0.972332,0.95920825,0.972332,0.972332,0.998734,0.91968262,0.98545575,1.0118577,0.998734,0.998734
0.036839247,0.95920825,0.998734,0.998734,0.972332,1.0249815,0.98545575,0.98545575,0.972332,0.998734,0.998734,0.98545575,0.98545575
0.023715377,0.98545575,0.98545575,0.972332,0.972332,0.98545575,1.0118577,1.0382596,0.972332,0.972332,1.0249815,0.998734,0.998734
0.036839247,0.998734,0.998734,1.0118577,0.998734,1.0382596,1.0249815,0.93280637,0.95920825,0.998734,0.98545575,0.972332,0.98545575
0.010591626,0.998734,0.972332,0.972332,0.972332,0.972332,0.998734,0.998734,0.98545575,1.0382596,0.94593012,0.95920825,1.0118577
0.036839247,0.998734,0.94593012,1.0118577,0.98545575,1.0118577,1.0118577,0.972332,0.98545575,0.98545575,0.98545575,0.98545575,0.98545575
0.010591626,0.972332,0.95920825,0.98545575,0.95920825,0.98545575,0.98545575,0.95920825,0.95920825,1.0118577,0.998734,1.0249815,0.98545575
0.036839247,0.98545575,0.98545575,0.972332,0.998734,0.998734,1.0118577,0.94593012,0.95920825,1.0118577,0.998734,0.95920825,0.98545575
0.023715377,0.98545575,0.972332,1.0249815,0.998734,1.0118577,0.998734,0.972332,0.998734,0.998734,0.972332,0.98545575,0.98545575
0.023715377,1.0118577,0.95920825,0.998734,0.98545575,0.98545575,0.998734,0.998734,0.998734,0.972332,0.998734,0.972332,1.0382596
0.023715377,1.0118577,0.998734,0.98545575,0.98545575,0.998734,0.98545575,1.0249815,0.998734,0.998734,0.98545575,0.998734,1.0249815
0.023715377,1.0118577,0.972332,0.998734,1.0118577,1.0382596,1.0118577,1.0118577,0.972332,0.98545575,0.972332,0.998734,0.98545575
0.036839247,0.998734,0.98545575,0.972332,0.95920825,0.998734,0.98545575,0.998734,0.98545575,0.972332,0.95920825,0.98545575,0.98545575
0.023715377,0.98545575,1.0249815,0.998734,0.94593012,0.98545575,1.0118577,0.998734,0.94593012,0.94593012,0.98545575,0.972332,0.95920825
0.023715377,0.98545575,1.0249815,0.95920825,0.998734,0.972332,0.95920825,0.98545575,1.0118577,0.98545575,0.98545575,0.98545575,0.972332
0.036839247,0.998734,1.0249815,0.98545575,0.972332,0.95920825,0.972332,0.998734,1.0249815,0.95920825,0.98545575,1.0118577,0.98545575
-0.0026865005,0.95920825,0.98545575,0.95920825,0.95920825,0.95920825,0.998734,1.0118577,1.0382596,0.972332,0.998734,0.972332,0.95920825
0.036839247,0.95920825,1.0249815,0.94593012,0.972332,0.998734,0.95920825,0.972332,0.998734,0.998734,0.98545575,0.998734,1.0249815
0.036839247,1.0118577,0.98545575,0.972332,0.98545575,0.972332,0.98545575,1.0118577,0.998734,0.98545575,0.98545575,0.998734,0.98545575
0.023715377,0.998734,0.972332,0.95920825,0.98545575,0.98545575,1.0118577,0.998734,0.95920825,0.998734,0.98545575,0.972332,0.972332
0.023715377,0.98545575,0.998734,0.95920825,0.972332,0.98545575,1.0382596,0.972332,0.998734,1.0249815,0.98545575,0.972332,0.98545575
0.023715377,0.998734,0.98545575,0.98545575,0.972332,0.98545575,1.0118577,1.0118577,0.95920825,1.0249815,0.972332,0.98545575,0.998734
0.023715377,1.0249815,1.0118577,0.98545575,0.972332,0.98545575,0.98545575,0.972332,0.998734,1.0118577,0.98545575,1.0118577,0.998734
0.010591626,1.0118577,0.972332,0.98545575,1.0382596,1.0513834,0.998734,0.998734,0.98545575,0.998734,0.998734,0.998734,0.998734
0.036839247,0.972332,0.98545575,0.998734,0.95920825,0.95920825,0.998734,1.0382596,0.98545575,0.972332,0.98545575,1.0118577,0.998734
0.023715377,0.998734,1.0118577,0.998734,0.95920825,1.0249815,0.95920825,0.98545575,0.98545575,0.998734,0.972332,0.998734,0.972332
0.036839247,0.98545575,1.0382596,0.972332,0.998734,0.98545575,1.0249815,0.95920825,0.998734,0.972332,0.98545575,0.998734,0.998734
0.010591626,0.972332,0.98545575,0.972332,0.972332,1.0118577,1.0118577,0.972332,0.98545575,1.0118577,0.972332,0.98545575,0.98545575
0.023715377,0.972332,1.0249815,0.972332,0.98545575,1.0118577,0.998734,0.972332,0.972332,1.0382596,0.98545575,0.98545575,0.972332
0.036839247,0.998734,0.972332,0.998734,1.0118577,0.94593012,0.98545575,0.98545575,0.998734,0.98545575,0.998734,0.998734,0.998734
0.010591626,1.0118577,0.972332,0.972332,0.998734,1.0118577,0.998734,0.94593012,0.98545575,0.98545575,0.998734,0.998734,0.998734
0.023715377,0.98545575,0.998734,0.972332,0.998734,1.0118577,0.95920825,0.998734,0.998734,0.972332,0.95920825,0.998734,0.998734
0.036839247,1.0118577,0.95920825,0.98545575,0.98545575,1.0118577,0.998734,0.98545575,0.95920825,0.998734,0.972332,0.998734,0.95920825
0.023715377,0.998734,0.98545575,0.98545575,0.98545575,0.972332,1.0382596,1.0249815,0.972332,0.98545575,0.98545575,1.0118577,0.998734
0.010591626,1.0249815,0.94593012,0.998734,0.972332,0.998734,0.93280637,0.972332,1.0118577,0.998734,0.972332,0.972332,1.0118577
0.023715377,0.98545575,1.0249815,0.95920825,0.98545575,1.0118577,0.998734,0.95920825,1.0645072,1.0118577,1.0382596,0.998734,0.95920825
0.023715377,0.94593012,1.0249815,0.98545575,0.98545575,0.972332,0.95920825,1.0118577,0.98545575,1.0118577,0.998734,1.0118577,0.998734
0.023715377,0.972332,0.95920825,0.998734,0.95920825,1.0118577,0.998734,0.972332,0.998734,0.972332,0.95920825,0.972332,0.98545575
0.050117373,0.95920825,0.972332,0.972332,1.0249815,1.0118577,0.95920825,0.972332,0.998734,1.0118577,0.98545575,0.98545575,1.0118577
0.036839247,0.998734,0.98545575,0.95920825,0.98545575,0.972332,0.998734,0.98545575,0.95920825,0.998734,0.998734,0.98545575,0.972332
-0.0026865005,0.998734,0.998734,1.0118577,0.98545575,0.998734,0.98545575,0.98545575,0.998734,0.998734,0.98545575,0.95920825,0.972332
-0.0026865005,0.972332,0.98545575,0.998734,0.972332,0.98545575,0.998734,0.998734,0.972332,0.972332,1.0118577,0.998734,0.998734
0.010591626,0.998734,0.98545575,0.95920825,0.972332,1.0118577,0.98545575,1.0118577,1.0118577,1.0118577,0.98545575,0.98545575,0.998734
0.023715377,0.998734,0.972332,0.98545575,0.972332,0.972332,0.98545575,1.0118577,0.972332,0.972332,0.998734,1.0382596,1.0118577
0.036839247,0.98545575,1.0118577,0.95920825,0.94593012,0.95920825,0.95920825,1.0118577,0.98545575,0.972332,0.972332,0.998734,0.972332
0.023715377,1.0118577,1.0118577,0.98545575,1.0118577,0.972332,1.0249815,0.98545575,0.998734,0.972332,0.98545575,0.998734,0.972332
0.023715377,0.972332,0.98545575,0.998734,0.998734,0.98545575,0.998734,0.998734,0.93280637,0.998734,0.95920825,1.0118577,1.0249815
0.023715377,0.98545575,1.0118577,0.998734,0.95920825,0.972332,0.98545575,0.94593012,1.0645072,0.95920825,0.972332,0.95920825,0.998734
0.023715377,0.998734,0.98545575,1.0118577,0.98545575,0.95920825,0.998734,0.98545575,0.998734,0.95920825,0.98545575,0.998734,1.0118577
0.023715377,1.0118577,0.998734,0.998734,0.998734,0.998734,0.98545575,0.998734,1.0118577,0.972332,1.0118577,1.0249815,0.972332
0.036839247,0.98545575,0.98545575,0.98545575,1.0249815,0.998734,0.972332,1.0118577,0.998734,0.98545575,0.972332,0.91968262,0.998734
0.036839247,0.972332,0.972332,0.98545575,0.98545575,0.998734,0.972332,0.98545575,0.998734,0.972332,1.0249815,0.972332,1.0249815
0.023715377,0.98545575,0.998734,0.98545575,0.972332,0.98545575,0.972332,1.0118577,0.998734,0.972332,0.98545575,0.998734,0.972332
0.010591626,1.0118577,0.98545575,0.94593012,0.98545575,0.972332,0.998734,0.998734,1.0118577,0.998734,1.0118577,0.972332,0.998734
0.036839247,0.998734,0.998734,0.95920825,0.972332,0.98545575,0.998734,0.98545575,0.998734,0.98545575,0.98545575,0.95920825,0.98545575
0.023715377,0.998734,0.972332,0.98545575,0.98545575,0.972332,1.0382596,0.972332,0.998734,1.0118577,0.998734,0.95920825,1.0249815
0.023715377,1.0249815,0.98545575,0.98545575,0.98545575,0.98545575,1.0118577,0.998734,0.998734,0.972332,0.998734,1.0118577,1.0249815
0.010591626,0.972332,0.998734,0.98545575,0.998734,0.972332,0.98545575,0.98545575,0.98545575,1.0382596,0.95920825,1.0118577,0.98545575
0.023715377,1.0118577,0.98545575,0.98545575,0.98545575,0.94593012,0.972332,0.998734,0.972332,1.0513834,0.95920825,1.0118577,0.98545575
0.010591626,1.0118577,0.972332,1.0382596,0.98545575,0.95920825,0.998734,0.998734,0.98545575,0.95920825,0.98545575,0.972332,1.0118577
0.023715377,1.0118577,0.972332,0.95920825,0.98545575,1.0249815,1.0249815,0.98545575,0.98545575,1.0118577,0.998734,0.95920825,0.98545575
0.023715377,0.998734,0.998734,0.998734,0.998734,0.98545575,0.95920825,0.972332,0.98545575,0.98545575,1.0118577,0.998734,0.94593012
0.036839247,0.98545575,0.998734,0.98545575,0.972332,0.998734,1.0382596,0.998734,0.98545575,0.98545575,1.0118577,0.998734,0.98545575
0.010591626,0.98545575,0.998734,0.98545575,0.95920825,0.98545575,0.94593012,0.998734,0.98545575,0.98545575,0.998734,1.0118577,0.98545575
0.036839247,0.972332,0.98545575,0.972332,0.972332,0.972332,0.972332,1.0249815,0.98545575,0.95920825,0.95920825,0.972332,0.998734
0.010591626,1.0382596,0.95920825,0.998734,0.998734,0.95920825,0.998734,1.0118577,0.972332,0.98545575,0.972332,1.0118577,0.972332
0.010591626,0.98545575,1.0249815,0.998734,0.972332,1.0118577,0.972332,1.0118577,0.98545575,0.94593012,0.98545575,1.0118577,0.998734
0.036839247,0.98545575,0.972332,1.0249815,0.95920825,1.0118577,0.94593012,0.98545575,0.998734,1.0118577,0.98545575,0.98545575,0.972332
0.023715377,1.0118577,1.0118577,0.972332,1.0118577,0.98545575,0.98545575,0.998734,0.972332,0.95920825,0.972332,0.95920825,0.998734
0.023715377,0.998734,0.972332,0.972332,0.972332,0.998734,1.0118577,0.972332,0.98545575,0.98545575,0.972332,0.998734,0.95920825
0.063241124,1.0118577,1.0118577,1.0249815,1.0249815,0.998734,1.0513834,0.98545575,0.98545575,0.998734,0.998734,0.95920825,0.972332
0.036839247,0.998734,0.998734,0.98545575,0.972332,0.94593012,1.0118577,0.998734,0.998734,0.98545575,0.998734,0.972332,1.0118577
0.023715377,1.0249815,1.0249815,0.94593012,0.998734,0.98545575,1.0118577,0.998734,0.998734,1.0118577,0.94593012,0.998734,0.98545575
0.010591626,0.972332,0.972332,0.972332,1.0118577,0.95920825,0.998734,0.98545575,0.998734,0.972332,0.998734,0.972332,0.98545575
0.010591626,1.0118577,0.998734,1.0118577,0.98545575,0.972332,0.972332,0.95920825,0.998734,0.998734,0.998734,0.98545575,0.972332
0.023715377,0.972332,0.998734,0.972332,0.98545575,1.0118577,1.0513834,1.0118577,0.98545575,0.998734,1.0382596,1.0118577,0.98545575
0.010591626,1.0118577,0.972332,0.998734,0.998734,0.998734,0.972332,0.98545575,0.972332,0.98545575,0.98545575,1.0118577,0.998734
0.010591626,0.98545575,0.95920825,0.98545575,0.998734,1.0118577,0.98545575,1.0118577,0.98545575,0.94593012,0.998734,0.98545575,0.94593012
0.036839247,0.972332,0.972332,0.972332,0.95920825,1.0118577,0.95920825,0.972332,0.95920825,0.972332,0.98545575,0.972332,0.972332
0.036839247,0.98545575,0.998734,0.98545575,0.998734,0.98545575,0.98545575,0.972332,1.0249815,0.98545575,0.98545575,0.98545575,0.998734
0.036839247,0.98545575,1.0118577,0.98545575,0.972332,1.0118577,0.972332,0.972332,0.972332,0.972332,0.98545575,0.95920825,1.0118577
0.023715377,0.98545575,0.972332,0.98545575,0.95920825,1.0118577,0.98545575,0.998734,0.98545575,1.0118577,1.0118577,1.0118577,0.98545575
0.036839247,0.998734,0.998734,1.0118577,0.98545575,0.972332,1.0118577,0.972332,0.94593012,0.972332,0.972332,0.998734,0.998734
0.036839247,0.98545575,0.998734,0.972332,0.998734,0.998734,0.998734,0.95920825,0.998734,1.0118577,0.95920825,0.98545575,0.98545575
0.010591626,0.972332,1.0118577,0.972332,0.972332,0.998734,0.95920825,1.0118577,0.95920825,1.0118577,0.972332,0.998734,1.0118577
0.010591626,0.98545575,1.0118577,0.972332,0.98545575,0.998734,0.972332,0.98545575,0.998734,0.972332,0.98545575,1.0382596,0.998734
0.036839247,1.0249815,0.972332,0.98545575,0.98545575,0.972332,0.972332,1.0118577,0.972332,0.998734,0.98545575,0.98545575,0.98545575
0.023715377,0.998734,1.0249815,0.972332,0.98545575,0.95920825,0.972332,0.95920825,0.998734,0.98545575,0.95920825,0.998734,0.998734
0.023715377,0.998734,1.0118577,0.95920825,0.972332,0.98545575,0.98545575,0.972332,0.94593012,0.98545575,0.95920825,0.95920825,0.998734
0.023715377,0.998734,0.972332,0.972332,1.0118577,0.998734,0.95920825,0.95920825,0.998734,0.972332,0.998734,0.93280637,0.972332
0.036839247,0.98545575,0.98545575,0.998734,0.998734,0.98545575,0.998734,0.972332,0.98545575,0.94593012,1.0118577,0.98545575,1.0118577
0.063241124,0.972332,0.972332,0.972332,0.998734,0.998734,0.95920825,0.998734,0.998734,1.0249815,1.0118577,0.98545575,0.998734
0.010591626,0.998734,1.0118577,0.972332,0.95920825,0.94593012,0.98545575,0.998734,0.98545575,0.98545575,1.0118577,0.98545575,0.972332
0.010591626,1.0382596,1.0118577,0.95920825,0.998734,0.94593012,0.98545575,0.95920825,0.98545575,0.98545575,0.93280637,0.972332,1.0118577
-0.015810251,0.98545575,0.93280637,0.998734,0.95920825,0.998734,0.95920825,0.95920825,0.98545575,0.972332,0.98545575,0.95920825,0.998734
0.036839247,0.972332,0.998734,0.998734,0.98545575,0.972332,1.0118577,0.98545575,0.95920825,1.0118577,0.972332,0.972332,0.98545575
0.063241124,0.972332,0.998734,1.0382596,0.972332,0.98545575,0.94593012,0.998734,0.98545575,0.98545575,0.998734,1.0118577,0.95920825
0.023715377,0.98545575,0.972332,0.98545575,0.972332,0.998734,0.972332,0.98545575,0.972332,0.98545575,1.0118577,0.972332,1.0513834
0.010591626,0.95920825,0.998734,0.93280637,1.0118577,1.0249815,0.998734,0.98545575,0.98545575,0.998734,0.98545575,0.972332,0.98545575
0.023715377,0.94593012,1.0118577,0.998734,1.0249815,0.998734,0.972332,0.98545575,1.0249815,1.0118577,0.95920825,0.972332,0.95920825
0.050117373,0.972332,1.0118577,0.998734,0.998734,0.98545575,0.98545575,0.95920825,1.0118577,0.98545575,0.98545575,0.98545575,1.0249815
0.023715377,0.98545575,0.98545575,0.998734,0.972332,0.98545575,1.0118577,0.972332,1.0513834,0.98545575,0.972332,0.972332,0.93280637
0.023715377,0.998734,0.998734,0.972332,0.98545575,0.972332,0.998734,0.98545575,1.0118577,0.998734,0.98545575,0.972332,0.998734
0.036839247,0.998734,0.98545575,1.0382596,0.972332,0.95920825,0.998734,0.98545575,0.998734,0.95920825,0.972332,1.0118577,1.0118577
0.036839247,0.98545575,0.98545575,0.98545575,1.0118577,0.95920825,1.0118577,0.972332,0.98545575,1.0118577,0.98545575,0.972332,0.98545575
0.023715377,0.998734,0.98545575,0.98545575,0.94593012,0.98545575,1.0118577,1.0118577,0.98545575,1.0118577,0.98545575,0.98545575,0.95920825
0.023715377,0.998734,0.98545575,0.998734,1.0513834,0.98545575,0.98545575,0.998734,0.998734,0.95920825,0.972332,0.998734,0.98545575
0.023715377,0.998734,1.0118577,0.972332,0.98545575,0.972332,0.98545575,0.998734,0.98545575,0.972332,0.972332,0.972332,1.0118577
0.023715377,0.95920825,1.0118577,0.998734,0.972332,0.972332,0.998734,0.98545575,0.94593012,1.0118577,0.972332,0.98545575,0.98545575
0.063241124,0.98545575,0.98545575,0.998734,1.0118577,0.98545575,0.972332,1.0118577,0.972332,1.0249815,0.98545575,0.95920825,0.998734
0.036839247,0.998734,0.98545575,0.972332,0.998734,0.94593012,0.98545575,1.0118577,0.98545575,0.98545575,0.998734,0.972332,0.998734
0.023715377,1.0118577,1.0118577,0.972332,0.972332,0.998734,0.98545575,0.94593012,0.998734,0.98545575,0.998734,0.972332,1.0118577
0.023715377,0.972332,0.998734,1.0249815,1.0118577,0.95920825,0.98545575,0.98545575,0.972332,0.998734,1.0118577,0.972332,0.998734
0.036839247,0.998734,0.95920825,1.0382596,0.998734,0.95920825,0.98545575,0.91968262,1.0249815,0.972332,0.95920825,0.998734,0.95920825
0.036839247,0.998734,0.98545575,0.98545575,0.998734,0.972332,0.98545575,0.972332,0.98545575,0.998734,0.998734,1.0118577,0.972332
-0.0026865005,0.98545575,0.998734,0.94593012,0.95920825,0.94593012,0.972332,0.98545575,0.98545575,1.0382596,1.0249815,1.0382596,0.998734
0.010591626,0.998734,1.0118577,1.0249815,0.98545575,0.98545575,0.98545575,0.95920825,0.998734,0.998734,0.98545575,0.998734,0.998734
0.036839247,0.98545575,1.0118577,1.0382596,0.98545575,1.0118577,0.98545575,0.972332,0.98545575,0.95920825,0.998734,0.972332,1.0118577
0.023715377,0.95920825,1.0249815,0.972332,0.998734,0.998734,0.972332,1.0118577,0.972332,0.98545575,1.0118577,1.0118577,0.98545575
0.023715377,0.998734,0.98545575,0.98545575,0.998734,0.972332,0.95920825,0.98545575,0.998734,0.95920825,0.998734,1.0249815,0.94593012
0.023715377,0.94593012,0.972332,1.0118577,0.98545575,1.0118577,0.972332,0.98545575,1.0118577,1.0118577,0.98545575,0.98545575,0.998734
0.076364875,0.98545575,0.998734,1.0118577,1.0118577,0.972332,0.95920825,0.998734,1.0118577,0.98545575,0.972332,1.0513834,0.972332
0.023715377,0.95920825,0.972332,0.998734,0.998734,0.972332,0.998734,0.98545575,0.94593012,0.98545575,0.98545575,0.998734,0.98545575
0.063241124,0.972332,0.94593012,0.95920825,0.998734,0.972332,0.95920825,0.98545575,0.98545575,0.998734,0.998734,0.98545575,0.98545575
